Departure,Arrival,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a
PVD,RSW,20-Apr,15,100,93.33,100,0,0,0,2.32,9.93,1.4,0,0.13,1.33,0.8
PVD,TEB,20-Apr,2,50,50,50,0,0,7.5,5.95,16,13.5,2.5,0,2.5,8
PVD,TPA,20-Apr,31,100,96.77,90.32,0,0,0.26,2.12,9.74,1.35,0.87,0.75,4.97,3.71
RDU,ABQ,20-Apr,1,100,100,100,0,0,0,3.4,15,0,0,2.9,0,0
RDU,ATL,20-Apr,122,97.54,97.54,98.36,0,0,0.98,0.39,10.41,1.04,1.03,0.28,0.93,0.98
RDU,AUS,20-Apr,2,50,50,100,0,0,10,0.6,8,10.5,0,0,3.5,8
RDU,BNA,20-Apr,26,100,100,100,0,0,0.46,0.78,7.38,0.73,1,0,1.23,1.27
RDU,BOS,20-Apr,28,100,96.43,100,0,0,0.07,3.23,13.86,0.89,1.21,1.13,0.39,0
RDU,BWI,20-Apr,65,95.38,95.38,98.46,0,0,2.08,0.93,7.75,2.54,0.29,1.35,0.23,1.08
RDU,CLT,20-Apr,88,95.45,95.45,96.59,0,0,3.01,2.06,13.17,3.4,3.05,1.08,0.17,2.27
RDU,DAL,20-Apr,19,100,100,100,0,0,0.05,0.44,7.21,0.11,2.21,0.15,1.53,0.53
RDU,DCA,20-Apr,25,96,96,100,0,0,0.88,2.1,13.36,0.96,0.4,2.47,0.04,0.32
RDU,DEN,20-Apr,34,100,100,88.24,0,0,0.06,1.83,10.44,0.74,3.24,0.5,4.79,3.47
RDU,DFW,20-Apr,72,98.61,97.22,94.44,0,0,1.54,2.06,13.26,1.76,2,5.85,6.71,4.75
RDU,DTW,20-Apr,61,100,100,100,0,0,0.15,0.23,11.36,0.1,0.2,0.74,1.67,0.46
RDU,EWR,20-Apr,8,100,100,100,0,0,0.25,1.95,13,0.5,1,1.5,0,0
RDU,FLL,20-Apr,47,97.87,97.87,95.74,0,0,1.77,1.59,9.89,2.47,2.3,1.28,3.4,3.51
RDU,HOU,20-Apr,16,100,100,93.75,0,0,0.44,1.08,7.63,1.25,1.94,0.23,2.31,2.69
RDU,IAD,20-Apr,30,100,100,100,0,0,0.1,2.92,14.2,1.27,4.8,1.28,0.5,0.03
RDU,IAH,20-Apr,52,98.08,98.08,86.54,0,0,1.87,2.16,13.19,2.63,9.69,4.07,8.69,7.52
RDU,JFK,20-Apr,7,71.43,71.43,85.71,0,0,13.43,1.93,12.14,14.57,0,0.23,0,6
RDU,LAS,20-Apr,4,100,100,100,0,0,0,0.3,7.25,0,3.5,0,0.75,0.5
RDU,LAX,20-Apr,7,100,100,85.71,0,0,0,5.26,16.86,2.57,3.57,0.4,3.86,3.29
RDU,LGA,20-Apr,6,100,100,100,0,0,0,2.42,13.83,0,4,1.7,0,0
RDU,MCI,20-Apr,14,92.86,92.86,92.86,0,0,11.14,0.97,8.43,11.86,0.79,0.06,2.86,12.07
RDU,MCO,20-Apr,68,100,100,100,0,0,0,0.58,8.16,0.1,0.5,1.15,0.82,0.38
RDU,MDW,20-Apr,56,98.21,98.21,100,0,0,0.64,1.27,8.04,1.05,0.64,0.53,0.52,0.39
RDU,MIA,20-Apr,47,95.74,95.74,95.74,0,0,1.64,2.7,13.85,2.28,0.55,1.37,0.74,1.74
RDU,MSP,20-Apr,8,100,100,100,0,0,0.63,0.13,10.25,0.25,5,0.1,2.75,1.63
RDU,MSY,20-Apr,7,100,100,85.71,0,0,0,0.86,11.86,0.43,15.71,0.61,15.71,16.14
RDU,ORD,20-Apr,81,95.06,93.83,98.77,0,0,2,1.77,13.02,2.41,0.85,3.95,0.11,0.27
RDU,PBI,20-Apr,2,50,50,100,0,0,8.5,0,11,8.5,0,0.2,0,3
RDU,PHL,20-Apr,46,100,100,100,0,0,0.17,2.2,13.28,0.67,2.28,1.16,0,0
RDU,PHX,20-Apr,22,90.91,90.91,86.36,0,0,10.82,4.26,15.23,11.59,3,1.65,5,11.14
RDU,SDF,20-Apr,1,100,100,100,0,0,0,7.5,19,0,0,4.1,0,0
RDU,SEA,20-Apr,27,96.3,96.3,100,0,0,1.48,3.46,14.81,1.96,1.11,1.11,0.52,0
RDU,STL,20-Apr,21,100,100,100,0,0,0.14,0.51,7.33,0.33,0.52,0.21,0.95,0.67
RDU,TEB,20-Apr,1,100,100,100,0,0,0,0,11,0,4,0,0,0
RDU,TPA,20-Apr,30,100,100,100,0,0,0.87,1.21,8.23,1.63,0.27,0.31,1.7,0.67
RFD,ANC,20-Apr,1,100,100,100,0,0,0,1.5,13,2,0,0.2,0,0
RFD,CVG,20-Apr,31,80.65,80.65,83.87,0,0,6.77,0.15,10.45,6.23,0.55,0.28,0.16,5.71
RFD,IAH,20-Apr,30,70,73.33,66.67,0,0,15.97,0.33,10.57,15.53,3.97,1.05,2.07,17.67
RFD,MDW,20-Apr,1,0,0,0,0,0,25,0,7,21,1,0.5,0,23
RFD,PDX,20-Apr,30,60,66.67,63.33,0,0,11.9,1.9,11.5,12.4,0.87,0.16,0.6,12.03
RFD,SEA,20-Apr,30,80,80,80,0,0,11.4,1.38,12.1,12.5,1.8,2.16,2.37,15.07
RFD,TPA,20-Apr,30,70,70,70,0,0,18.53,1.28,11.4,18.93,2.2,0.07,0.53,20.17
RSW,ANC,20-Apr,2,50,50,50,0,0,24,0,10,24,1,1.2,1.5,11.5
RSW,ATL,20-Apr,95,98.95,100,100,0,0,0.35,0.78,10.49,0.39,0.28,0.77,2.44,0.68
RSW,BDL,20-Apr,27,96.3,92.59,96.3,0,0,2.22,1.53,10.78,2.93,1.67,0.56,0.22,1.52
RSW,BNA,20-Apr,16,100,100,93.75,0,0,0,0.59,8.69,0.13,5.81,0.81,7.94,6.56
RSW,BOS,20-Apr,79,96.2,96.2,97.47,0,0,1.77,0.85,10.92,1.82,0.23,1.56,0.18,1.11
RSW,BUF,20-Apr,15,100,100,100,0,0,0.67,0.63,8.53,0.73,1.53,0,0,0
RSW,BWI,20-Apr,73,97.26,97.26,97.26,0,0,0.86,1.19,9.49,1.32,0.95,0.57,0.63,1
RSW,CLE,20-Apr,24,95.83,95.83,95.83,0,0,2.38,2.3,12.29,2.58,0.5,0.35,1,1.83
RSW,CLT,20-Apr,76,97.37,96.05,97.37,0,0,1.71,0.98,11.36,1.79,1.29,1.43,0.16,1.04
RSW,CVG,20-Apr,3,100,100,100,0,0,0,0,9.67,0,0,0,4.67,0
RSW,DAL,20-Apr,11,100,100,100,0,0,0.55,0.36,8.36,0.55,0.64,1.2,0.82,0.18
RSW,DCA,20-Apr,44,93.18,93.18,93.18,0,0,4.07,0.85,10.91,4.27,5.48,0.44,0.73,3.8
RSW,DEN,20-Apr,10,80,80,70,0,0,4.8,2.17,11.8,5.5,2.7,2.36,5,9.3
RSW,DFW,20-Apr,49,97.96,97.96,93.88,0,0,1.02,1.39,12.12,1.16,0.59,4.88,3.78,2.31
RSW,DTW,20-Apr,56,98.21,100,94.64,0,0,0.54,0.82,10.5,0.54,0.48,1.19,6.02,2.82
RSW,EWR,20-Apr,25,92,96,100,0,0,1.56,0.84,10.76,1.44,0.04,0.62,0,0
RSW,FLL,20-Apr,2,50,50,50,0,0,11,3.25,12,14,0,0.65,1.5,14
RSW,HPN,20-Apr,9,100,100,100,0,0,0,0,9.44,0,0,0.44,0,0
RSW,IAD,20-Apr,33,90.91,90.91,90.91,0,0,5.48,1.36,11.7,5.82,0.61,0.2,0.33,4.36
RSW,IAH,20-Apr,11,90.91,90.91,90.91,0,0,2.18,1.59,12,2.18,5.73,0.32,4.09,3.18
RSW,IND,20-Apr,53,96.23,96.23,92.45,0,0,3.7,1.12,9.72,4.08,1.81,0.65,2.58,4.43
RSW,JFK,20-Apr,34,94.12,94.12,100,0,0,2,1.03,11.26,2.03,0.41,0.68,0.38,0.03
RSW,MCI,20-Apr,15,100,100,86.67,0,0,0.87,1.17,9.33,1.2,4.07,0.37,6.07,3.27
RSW,MCO,20-Apr,2,100,100,100,0,0,0,2.2,12.5,0,0.5,4.4,4,0
RSW,MDW,20-Apr,78,100,100,98.72,0,0,0.31,0.85,9,0.46,1.27,0.47,2.15,0.81
RSW,MIA,20-Apr,2,50,50,50,0,0,36,0,10,36,1.5,0.7,2.5,35
RSW,MKE,20-Apr,29,100,100,96.55,0,0,0.79,1.31,9.48,1.48,5.24,0.77,4.24,2.48
RSW,MSP,20-Apr,57,100,98.25,91.23,0,0,0.4,1.4,11.75,0.68,2.3,0.38,9.42,3.88
RSW,ORD,20-Apr,76,98.68,98.68,100,0,0,0.76,0.86,10.86,1.03,0.43,2.6,0.11,0.14
RSW,PBI,20-Apr,3,66.67,66.67,66.67,0,0,16.33,0,10,16.33,2,0.53,2.67,16.67
RSW,PHL,20-Apr,57,96.49,96.49,98.25,0,0,0.88,1.08,11.18,1.02,1.47,1.82,0.32,0.63
RSW,PIT,20-Apr,34,97.06,97.06,97.06,0,0,0.97,0.69,8.88,1.21,0.44,0.94,1.47,0.79
RSW,PVD,20-Apr,16,100,100,100,0,0,1.63,1.25,9.38,1.81,4.63,0.25,0,0.63
RSW,SAT,20-Apr,1,0,0,0,0,0,51,0,9,50,15,2.6,16,68
RSW,SDF,20-Apr,1,0,0,0,0,0,16,0,9,15,0,2.1,1,17
RSW,STL,20-Apr,43,95.35,95.35,95.35,0,0,2.84,0.63,8.74,3.09,1.47,0.12,3.42,4.14
RSW,TEB,20-Apr,3,0,0,0,0,0,50.67,0.23,10.33,51,5.67,0,5.33,54.67
RSW,TPA,20-Apr,4,100,100,100,0,0,0,8.9,19.25,2,1.75,0.75,8.5,3
SAN,ABQ,20-Apr,25,100,100,100,0,0,0.36,1.38,9.68,0.68,1.64,0.18,0.32,0.24
SAN,ATL,20-Apr,51,96.08,96.08,98.04,0,0,3.69,1.12,12.63,3.98,0.78,2.06,0.22,2.51
SAN,AUS,20-Apr,41,100,100,100,0,0,0,2.61,10.98,0.1,3.29,0.43,0.71,0.17
SAN,BNA,20-Apr,29,96.55,96.55,100,0,0,0.66,2.4,10.79,1,0.93,1.21,0,0
SAN,BOS,20-Apr,18,94.44,94.44,100,0,0,1.56,1.11,12.06,1.67,0,2.99,0.39,0
SAN,BWI,20-Apr,41,90.24,90.24,100,0,0,2.88,1.5,9.8,3.34,0.93,0.45,0,0
SAN,CLT,20-Apr,43,90.7,90.7,97.67,0,0,3.81,4.04,16.42,5.28,0.88,2.04,0,1.63
SAN,DAL,20-Apr,39,100,100,100,0,0,0.03,1.45,9.82,0.18,2.26,0.21,0.18,0.1
SAN,DEN,20-Apr,124,98.39,96.77,100,0,0,0.69,1.97,10.95,1.45,0.6,0.41,0.06,0.07
SAN,DFW,20-Apr,94,97.87,96.81,97.87,0,0,1.5,2.38,14.79,2.01,1.84,3.54,0.15,0.71
SAN,DTW,20-Apr,9,77.78,77.78,100,0,0,5.67,0.3,12,4.89,1.11,0.58,0,0.22
SAN,EWR,20-Apr,6,100,100,100,0,0,0,2.43,14.33,0.17,3.17,1.27,0,0
SAN,HOU,20-Apr,42,100,100,97.62,0,0,0,2.2,10.48,1.1,1.5,0.57,0.19,0.45
SAN,IAD,20-Apr,11,100,100,100,0,0,0,3,13.36,0.18,0.09,0.45,0,0
SAN,IAH,20-Apr,17,88.24,88.24,94.12,0,0,2.88,1.28,11.41,3.18,1.94,1.97,1.12,2.24
SAN,JFK,20-Apr,14,100,100,100,0,0,0.07,0,10.36,0,0,0.09,0,0
SAN,LAS,20-Apr,120,98.33,98.33,98.33,0,0,1.3,0.91,9.41,1.47,0.09,1.39,0.12,0.99
SAN,LAX,20-Apr,7,100,100,100,0,0,1.43,8.91,20.14,3.43,0.57,0.6,0.71,0.57
SAN,MCI,20-Apr,9,100,100,100,0,0,0,1.67,9.89,0,1.22,0.2,0,0
SAN,MCO,20-Apr,3,100,100,100,0,0,0,0.33,9.33,0,1.33,1.33,0,0
SAN,MDW,20-Apr,54,100,100,100,0,0,0.2,3.35,11.69,1.8,2.85,0.63,0.19,0
SAN,MIA,20-Apr,32,93.75,93.75,93.75,0,0,5.22,1.79,14.09,5.75,1.25,0.1,0.59,5.34
SAN,MSP,20-Apr,30,100,100,100,0,0,0.23,1.4,13.27,0.07,1.6,0.18,2.67,1.1
SAN,MSY,20-Apr,8,100,100,100,0,0,0,1,9.38,0,2.13,1.51,1.13,0.5
SAN,OAK,20-Apr,98,100,98.98,100,0,0,0.06,1.52,9.81,0.38,1.05,0.9,0.22,0.09
SAN,OMA,20-Apr,10,100,100,100,0,0,0,0.95,9.1,0,1.3,0.09,0,0
SAN,ORD,20-Apr,75,96,96,97.33,0,0,2.35,1.95,13.36,2.49,0.4,1.62,0.11,1.37
SAN,PDX,20-Apr,29,100,100,100,0,0,0,2.23,11.86,0.07,0.21,0.82,1.72,0.14
SAN,PHL,20-Apr,32,100,100,100,0,0,0.34,8.51,21.31,3.53,0.63,1.02,0.44,0.22
SAN,PHX,20-Apr,155,96.77,96.77,97.42,1,140,2.44,2.79,12.94,3.14,1.96,0.51,0.03,1.73
SAN,PSP,20-Apr,3,66.67,66.67,100,0,0,10,5.63,16.33,14,0,0,0,0
SAN,SAT,20-Apr,33,100,100,100,0,0,0.15,1.27,9.39,0.79,2.21,0.15,0.12,0.03
SAN,SEA,20-Apr,153,98.69,96.73,98.69,0,0,1.9,2.64,13.84,2.65,2.18,1.34,0.75,1.94
SAN,SFO,20-Apr,156,98.08,96.15,98.08,0,0,1.09,3.61,12.54,1.97,1.59,0.52,0.08,0.7
SAN,SJC,20-Apr,179,99.44,99.44,99.44,0,0,0.48,2.24,10.46,0.94,0.79,1.14,0.13,0.32
SAN,SLC,20-Apr,90,95.56,94.44,96.67,0,0,1.63,3.8,15.12,3.21,0.31,0.86,1.72,2.11
SAN,SMF,20-Apr,190,96.84,96.32,97.37,0,0,1.22,2.19,10.41,1.58,2.68,0.5,1.3,1.88
SAN,STL,20-Apr,21,95.24,95.24,95.24,0,0,5.9,1.26,9.62,6.38,2.05,0.33,1.24,5.95
SAN,TUS,20-Apr,26,100,100,100,0,0,0,1.06,9.35,0.35,2.54,0.63,0,0
SAN,VNY,20-Apr,2,50,0,0,0,0,18.5,10.15,20,27.5,11,0,12,37
SAT,ATL,20-Apr,80,100,100,100,0,0,0.25,1.06,10.01,0.51,0.24,0.33,0.09,0.04
SAT,AUS,20-Apr,3,66.67,66.67,66.67,0,0,14.67,0,7.67,14.33,0.67,0,4,12.67
SAT,BNA,20-Apr,20,100,95,100,0,0,1.35,0.32,6.4,1.45,0.55,0.65,0,0.05
SAT,BUF,20-Apr,1,100,100,100,0,0,0,2.4,12,2,0,0,0,0
SAT,BWI,20-Apr,40,95,95,95,0,0,3.3,0.73,7.25,3.4,0.98,1.19,0.1,3.1
SAT,CLT,20-Apr,49,91.84,91.84,93.88,0,0,4.55,1.83,11.61,5.06,2.78,2.16,0.1,3.55
SAT,DAL,20-Apr,77,97.4,96.1,98.7,0,0,0.92,0.87,7.4,1.19,3.94,0.53,0,0.39
SAT,DEN,20-Apr,76,100,100,100,0,0,0,1.13,9.79,0.03,2.45,1.56,0.42,0
SAT,DFW,20-Apr,125,98.4,95.2,95.2,0,0,0.94,2.97,12.74,2.08,2.33,4.56,1.28,1.48
SAT,DTW,20-Apr,26,100,100,100,0,0,0.92,2.19,10.81,1.85,4.85,1.89,1.19,0.88
SAT,EWR,20-Apr,5,100,100,100,0,0,1.4,1.72,11.2,2.2,5,4.2,0,0
SAT,FLL,20-Apr,14,100,100,100,0,0,0,2.16,9.36,0.43,3,1.59,0.21,0
SAT,HOU,20-Apr,64,93.75,93.75,92.19,0,0,7.25,1.03,7.8,7.61,2.27,0.85,0.58,7.66
SAT,IAD,20-Apr,10,100,90,100,0,0,1.1,2.76,12.9,2.9,0,0.4,0,0.3
SAT,IAH,20-Apr,37,100,94.59,97.3,0,0,0.3,2.72,12.97,1.78,1.03,0.38,1.08,0.84
SAT,JFK,20-Apr,3,100,100,100,0,0,0,0.93,11,0,0,0,0,0
SAT,LAS,20-Apr,48,100,100,97.92,0,0,0.58,0.69,7.29,0.79,2.38,0.35,2.71,1.5
SAT,LAX,20-Apr,39,94.87,94.87,92.31,0,0,1.85,1.75,9.31,2.67,2,0.16,2.08,2.62
SAT,MCI,20-Apr,15,93.33,93.33,93.33,0,0,3.93,1.35,8.07,4.47,2.53,1.1,0.33,2
SAT,MCO,20-Apr,29,100,100,100,0,0,0.28,1.26,7.86,0.38,0.59,0.72,0,0
SAT,MDW,20-Apr,39,97.44,97.44,100,0,0,0.54,0.68,7.26,0.56,6.38,0.83,0.46,0.18
SAT,MIA,20-Apr,27,92.59,92.59,92.59,0,0,6.15,0.99,10.52,6.04,1.63,0.07,2.19,5.26
SAT,MKE,20-Apr,1,0,0,0,0,0,77,0,9,76,0,0,0,74
SAT,MSP,20-Apr,27,88.89,85.19,88.89,0,0,7.93,1.57,10.19,8.19,2.26,0.28,0.7,5.22
SAT,MSY,20-Apr,15,100,100,100,0,0,0,0.61,7.47,0,2.6,0.23,0,0
SAT,OAK,20-Apr,3,100,100,100,0,0,0,0,6,0,1.67,0,4.33,0
SAT,ORD,20-Apr,31,93.55,93.55,100,0,0,1.65,2.55,12,2.26,4.03,3.72,0.94,0.45
SAT,PBI,20-Apr,1,100,100,100,0,0,0,8.4,18,8,0,0.2,0,6
SAT,PHX,20-Apr,85,97.65,97.65,97.65,0,0,4.04,1.73,10.27,4.49,1.06,0.17,1.14,4.05
SAT,PSP,20-Apr,1,0,0,0,0,0,18,0.4,10,18,5,0.2,6,23
SAT,SAN,20-Apr,26,100,100,100,0,0,0,0.62,6.96,0.12,2.12,0.07,2.81,0.38
SAT,SEA,20-Apr,22,100,100,100,0,0,0,3.76,13,0,3,1.55,3.77,0.18
SAT,SLC,20-Apr,42,97.62,97.62,92.86,0,0,2.57,2.16,11.55,2.69,1.81,0.37,6.1,4.83
SAT,STL,20-Apr,28,96.43,96.43,96.43,0,0,0.75,0.82,7.57,0.79,1.93,0.26,0.32,0.75
SAT,TEB,20-Apr,1,0,0,0,0,0,24,0,8,22,3,0,2,26
SAT,TPA,20-Apr,11,100,100,100,0,0,0,0.56,6.91,0.27,0.18,0.17,0,0
SAT,VNY,20-Apr,1,0,0,0,0,0,31,0.4,10,31,2,0,0,32
SDF,ANC,20-Apr,8,75,62.5,75,0,0,12.13,4.05,14.25,16.38,0.88,1.58,1.63,13.13
SDF,ATL,20-Apr,59,94.92,94.92,96.61,0,0,2.49,0.67,11.42,2.41,2.03,0.08,1.63,2.73
SDF,BHM,20-Apr,1,0,0,0,0,0,25,3.6,14,29,0,0,0,20
SDF,BNA,20-Apr,1,0,0,0,0,0,78,2.6,13,81,9,0,11,89
SDF,BWI,20-Apr,29,96.55,96.55,96.55,0,0,2.66,1.66,9.28,2.86,1.21,0.79,0.52,2.66
SDF,CLT,20-Apr,14,100,100,100,0,0,0,1.84,11.71,0.07,6.64,1.35,0,0
SDF,CVG,20-Apr,1,100,0,0,0,0,0,17.6,28,18,2,0,10,23
SDF,DAL,20-Apr,12,100,100,100,0,0,0,0.83,7.83,0,0.5,0.38,0.08,0
SDF,DCA,20-Apr,27,100,100,100,0,0,0,1.77,11.56,0.74,1,2,0.56,0.15
SDF,DEN,20-Apr,18,100,100,94.44,0,0,0.39,2.58,11.67,0.72,5.39,3.44,4,2.17
SDF,DFW,20-Apr,15,100,100,100,0,0,0,1.65,11.53,0.27,0.87,2.87,3,0.6
SDF,DTW,20-Apr,44,97.73,97.73,97.73,0,0,0.5,3.2,13.18,2.3,5.52,0.97,3,2.11
SDF,EWR,20-Apr,4,100,100,100,0,0,0,8.2,18.5,2.75,1.75,8.13,5.75,3
SDF,FLL,20-Apr,3,66.67,66.67,100,0,0,7.67,1.53,10,7.33,0,3.1,0,2.33
SDF,HOU,20-Apr,15,100,100,100,0,0,0.2,0.47,8,0.4,1.73,0.53,0.53,0.53
SDF,IAH,20-Apr,30,96.67,96.67,93.33,0,0,1.33,2.93,13.1,1.87,6.27,5.02,2.7,2.77
SDF,IND,20-Apr,1,100,100,100,0,0,0,0,10,0,1,0.2,4,0
SDF,LAS,20-Apr,8,100,100,100,0,0,0,0.38,7,0,1.75,1.23,1.88,0.88
SDF,LAX,20-Apr,4,75,75,75,0,0,7.25,0.3,9.75,7.5,0,0.9,0,5.25
SDF,LGA,20-Apr,4,100,100,100,0,0,0,1.45,11.25,0,2.75,0,0,0
SDF,MCO,20-Apr,26,96.15,96.15,96.15,0,0,1.62,1.28,8.88,2,0.92,0.79,0,0.77
SDF,MDW,20-Apr,42,97.62,97.62,100,0,0,0.45,1.43,9.02,0.67,0.19,1.48,0.62,0.52
SDF,MIA,20-Apr,23,100,100,100,0,0,0,2.62,12.35,0.26,0.35,1.18,1.22,0.35
SDF,MSP,20-Apr,3,100,100,100,0,0,0,4.93,15.33,1,5,5.53,0,0
SDF,ORD,20-Apr,97,92.78,90.72,94.85,0,0,4.1,4.08,14.06,5.4,0.46,2.86,0.69,3.33
SDF,PHL,20-Apr,21,95.24,95.24,95.24,0,0,3.43,1.64,11.43,3.48,7.33,1.86,0.71,3.52
SDF,PHX,20-Apr,10,100,100,90,0,0,0,1.2,9,0,3.6,0.26,8.8,6
SDF,RSW,20-Apr,2,0,0,0,0,0,30,3.6,14,34,3,0,6,35.5
SDF,STL,20-Apr,1,100,100,100,0,0,0,8,16,8,0,1.4,0,0
SDF,TEB,20-Apr,1,100,100,100,0,0,0,0,10,0,2,0,0,0
SDF,TPA,20-Apr,14,100,100,100,0,0,0.5,2.14,9.93,1.57,0.14,0.4,0.36,0
SEA,ABQ,20-Apr,19,100,100,100,0,0,0.74,4.45,14.32,0.68,7.63,0.77,0.58,0.42
SEA,ANC,20-Apr,224,88.39,87.95,84.82,0,0,5.31,2.42,13.97,6.07,0.66,0.84,4.4,6.61
SEA,ATL,20-Apr,80,90,95,98.75,0,0,4.51,1.45,13.34,4.68,1.3,1.73,0.08,1.32
SEA,AUS,20-Apr,20,95,95,100,0,0,1.3,3.44,14.95,1.8,2.2,0.5,0.8,0
SEA,BDL,20-Apr,30,80,80,73.33,0,0,5.1,1.2,13.1,6.2,5.03,0.23,3.8,8.4
SEA,BNA,20-Apr,22,95.45,95.45,100,0,0,1.73,3.52,14.59,2.05,2.73,0.95,0,0
SEA,BOS,20-Apr,38,92.11,92.11,94.74,0,0,3.21,3.24,14.5,3.68,1,0.63,0,0.97
SEA,BUR,20-Apr,30,100,100,100,0,0,0.47,4.58,13.07,1.57,6.93,0.4,0.6,0.1
SEA,BWI,20-Apr,6,100,100,100,0,0,0,4.42,15.83,0.17,3.83,0.75,0,0
SEA,CLT,20-Apr,29,100,100,100,0,0,0.17,1.72,14.69,0.28,0.41,1.61,0,0
SEA,CVG,20-Apr,31,93.55,93.55,93.55,0,0,2,1.45,13.39,3.45,0.13,0.26,0.32,2.81
SEA,DAL,20-Apr,9,100,88.89,100,0,0,0,6.06,14.56,2.67,13.11,7.52,0.22,0
SEA,DCA,20-Apr,29,93.1,93.1,100,0,0,1.83,7,18.55,3.17,2.59,0.37,0,0.17
SEA,DEN,20-Apr,157,98.09,98.09,98.09,0,0,1.93,1.97,12.61,2.22,1.85,0.71,0.23,1.47
SEA,DFW,20-Apr,115,95.65,96.52,99.13,0,0,2.91,1.78,13.93,3.02,1.9,3.69,0.14,1.71
SEA,DTW,20-Apr,71,95.77,95.77,98.59,0,0,2.15,0.75,12.06,1.87,1.06,0.84,0.06,0.7
SEA,EWR,20-Apr,29,96.55,96.55,100,0,0,1.07,4.17,15.66,2.28,4.41,1.07,0,0
SEA,FLL,20-Apr,19,94.74,94.74,100,0,0,1.21,3.05,13.95,1.42,3,0.43,0,0
SEA,HNL,20-Apr,61,91.8,91.8,91.8,0,0,3.34,1.76,13.82,3.67,1.05,1.1,2.03,3.75
SEA,IAD,20-Apr,38,100,100,100,0,0,0,2.44,13.53,0.26,1.5,0.36,0,0
SEA,IAH,20-Apr,18,100,100,94.44,0,0,0,2.4,12.94,0,5.78,2.58,3.67,1.78
SEA,IND,20-Apr,13,100,100,100,0,0,0,3.21,14.46,0.85,0.46,0.03,0,0
SEA,JFK,20-Apr,66,98.48,98.48,100,0,0,0.8,2.78,14.59,1.76,3.17,1.27,0.02,0.09
SEA,LAS,20-Apr,190,97.89,97.89,100,0,0,0.82,1.95,12.56,1.29,0.57,0.7,0.26,0.15
SEA,LAX,20-Apr,264,96.59,95.08,96.97,0,0,1.56,1.97,13.5,2.36,1.63,0.31,0.42,0.91
SEA,LGB,20-Apr,8,75,75,100,0,0,8.25,1.95,13.25,8.25,1.38,1.78,0.5,1.75
SEA,MCI,20-Apr,33,96.97,93.94,96.97,0,0,1.15,5.6,15,3.33,7.42,1.76,0.03,0.45
SEA,MCO,20-Apr,29,93.1,89.66,100,0,0,1.69,3.97,15.34,3.14,3.14,1.99,0,0
SEA,MDW,20-Apr,34,94.12,91.18,94.12,0,0,3.21,1.26,10.09,3.79,5.62,0.78,0.15,1.32
SEA,MIA,20-Apr,21,95.24,95.24,100,0,0,1.38,1.53,14.48,1.9,1.38,0.22,0.14,0
SEA,MKE,20-Apr,22,100,100,100,0,0,0.55,4.24,12.95,1.73,11,0.25,0.41,0
SEA,MSP,20-Apr,104,95.19,94.23,96.15,0,0,4.77,1.57,12.7,5.11,1.86,0.65,0.08,3.53
SEA,MSY,20-Apr,15,100,100,100,0,0,0.53,2.43,13.27,1.47,2.93,0.62,0,0
SEA,OAK,20-Apr,76,96.05,96.05,97.37,0,0,1.46,1.04,10.28,1.57,2.95,1.33,0.3,0.71
SEA,OGG,20-Apr,16,93.75,93.75,93.75,0,0,4.88,3.25,15.06,5.38,1.44,0.31,0.25,2.69
SEA,OMA,20-Apr,23,95.65,86.96,91.3,0,0,1.3,8.8,17.78,6.39,7,1.7,1.91,2.52
SEA,ONT,20-Apr,67,71.64,68.66,70.15,0,0,9.55,3.6,14.12,11.52,2.97,0.71,1.39,10.39
SEA,ORD,20-Apr,119,95.8,94.96,99.16,0,0,1.64,2.93,14.78,2.2,1.48,1.24,0,0.28
SEA,PDX,20-Apr,209,98.09,96.65,98.56,0,0,1.15,2.8,12.64,1.85,1.18,0.69,0.32,0.91
SEA,PHL,20-Apr,22,100,100,100,0,0,0.36,4.05,15.91,0.82,1.36,1.45,0,0
SEA,PHX,20-Apr,199,95.98,95.98,98.49,0,0,1.42,1.5,12.14,1.61,1.94,0.81,0.5,0.61
SEA,PIT,20-Apr,20,100,100,100,0,0,0,2.92,14.55,0.35,4.7,0.9,0.3,0
SEA,PSP,20-Apr,37,100,97.3,100,0,0,0,4.91,14.51,1.14,6,0.31,0.35,0.08
SEA,RDU,20-Apr,27,96.3,88.89,100,0,0,0.89,6.67,18.37,3.15,0.41,1.1,0,0
SEA,SAN,20-Apr,146,96.58,95.89,98.63,0,0,1.06,2.28,13.1,1.38,1.9,0.23,0.48,0.75
SEA,SAT,20-Apr,23,100,100,100,0,0,0,3.76,15.13,0.61,2.7,0.73,0.39,0
SEA,SFO,20-Apr,156,95.51,94.87,96.79,0,0,1.38,2.41,13.51,1.82,3.49,0.57,0.42,0.86
SEA,SJC,20-Apr,121,96.69,95.04,99.17,0,0,2.1,2.1,11.36,2.55,4.93,0.39,0.32,0.63
SEA,SLC,20-Apr,140,99.29,100,100,0,0,0.4,1.92,12.37,0.82,2.91,0.8,0.65,0.35
SEA,SMF,20-Apr,144,96.53,95.14,96.53,0,0,2.73,2.53,11.27,3.49,4.31,0.53,0.19,2.02
SEA,SNA,20-Apr,34,91.18,91.18,97.06,0,0,4.29,4.98,14.29,5.62,8.71,0.51,0.26,2.24
SEA,STL,20-Apr,23,100,91.3,100,0,0,1,3.37,13.52,2.26,3.91,0.67,0.09,0.52
